image_path,class_label,split,width,height,brightness
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (1007)_8.jpg,Normal_Sperm,train,149,168,159.14019388516033
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (1009)_11.jpg,Normal_Sperm,train,165,149,190.26825299979663
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (1009)_2.jpg,Normal_Sperm,train,165,149,131.27892346281607
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (101)_11.jpg,Normal_Sperm,train,170,158,198.72091089600397
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (101)_2.jpg,Normal_Sperm,train,170,158,115.91881360138993
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (101)_9.jpg,Normal_Sperm,train,170,158,176.3620129064284
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (1010)_11.jpg,Normal_Sperm,train,153,169,204.7632233695582
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (1013)_2.jpg,Normal_Sperm,train,170,153,110.33285915673459
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (1014)_1.jpg,Normal_Sperm,train,156,181,101.40680927421259
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (1014)_11.jpg,Normal_Sperm,train,156,181,200.84010955281673
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (1014)_9.jpg,Normal_Sperm,train,156,181,173.6045709968362
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (1015)_11.jpg,Normal_Sperm,train,172,153,209.63297360287785
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (1017)_1.jpg,Normal_Sperm,train,164,157,92.67080938325307
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (1018)_10.jpg,Normal_Sperm,train,164,166,95.94191399745323
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (1019)_2.jpg,Normal_Sperm,train,150,171,113.32964262508122
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (1019)_3.jpg,Normal_Sperm,train,150,171,104.79936322287199
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (102)_11.jpg,Normal_Sperm,train,193,162,180.88375018657115
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (102)_12.jpg,Normal_Sperm,train,193,162,118.4055843408175
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (1020)_3.jpg,Normal_Sperm,train,159,154,100.81807291241253
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (103)_9.jpg,Normal_Sperm,train,165,161,172.38573310747225
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (106)_4.jpg,Normal_Sperm,train,169,155,103.28632690717058
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (107)_4.jpg,Normal_Sperm,train,159,111,98.83186960545451
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (108)_2.jpg,Normal_Sperm,train,166,156,123.73941921532283
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (11)_10.jpg,Normal_Sperm,train,157,160,95.28370488322717
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (110)_7.jpg,Normal_Sperm,train,162,157,101.91128672905035
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (110)_8.jpg,Normal_Sperm,train,162,157,159.22773977091032
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (111)_12.jpg,Normal_Sperm,train,171,157,101.49819346668157
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (116)_9.jpg,Normal_Sperm,train,214,191,175.95681851543767
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (117)_8.jpg,Normal_Sperm,train,166,154,157.50013039169664
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (118)_12.jpg,Normal_Sperm,train,197,191,107.68042451785509
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (118)_7.jpg,Normal_Sperm,train,197,191,115.35354931299332
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (119)_3.jpg,Normal_Sperm,train,220,196,111.23201144094001
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (121)_2.jpg,Normal_Sperm,train,176,213,133.83143050220514
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (121)_8.jpg,Normal_Sperm,train,176,213,150.36390311566367
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (122)_9.jpg,Normal_Sperm,train,218,200,164.27022935779817
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (123)_2.jpg,Normal_Sperm,train,235,208,137.90531914893617
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (124)_1.jpg,Normal_Sperm,train,242,189,123.48371886250675
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (126)_11.jpg,Normal_Sperm,train,198,180,177.44833520389076
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (129)_2.jpg,Normal_Sperm,train,206,182,135.36139265265479
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (129)_9.jpg,Normal_Sperm,train,206,182,184.78214908069276
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (13)_7.jpg,Normal_Sperm,train,192,152,95.0772797880117
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (13)_8.jpg,Normal_Sperm,train,192,152,160.64924844663742
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (131)_7.jpg,Normal_Sperm,train,219,168,125.54799050518228
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (132)_3.jpg,Normal_Sperm,train,259,201,134.83273465363018
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (133)_8.jpg,Normal_Sperm,train,194,169,137.52193009211248
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (134)_12.jpg,Normal_Sperm,train,192,233,118.82630692656176
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (135)_11.jpg,Normal_Sperm,train,195,220,178.78850815850817
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (135)_8.jpg,Normal_Sperm,train,195,220,152.70623154623155
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (136)_4.jpg,Normal_Sperm,train,203,174,122.78052394164166
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (137)_11.jpg,Normal_Sperm,train,205,215,187.83990168273775
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (137)_4.jpg,Normal_Sperm,train,205,215,108.28388731329174
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (137)_7.jpg,Normal_Sperm,train,205,215,119.89377954244658
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (139)_11.jpg,Normal_Sperm,train,184,214,184.91949410808616
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (140)_10.jpg,Normal_Sperm,train,177,225,113.53075538815652
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (140)_2.jpg,Normal_Sperm,train,177,225,132.6845197740113
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (143)_7.jpg,Normal_Sperm,train,200,202,135.08388613861385
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (145)_2.jpg,Normal_Sperm,train,218,190,135.3562449702237
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (146)_4.jpg,Normal_Sperm,train,209,193,113.10665972514896
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (147)_8.jpg,Normal_Sperm,train,210,206,149.59521497919556
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (148)_1.jpg,Normal_Sperm,train,218,187,125.4402688514939
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (148)_11.jpg,Normal_Sperm,train,218,187,172.73293921405093
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (148)_8.jpg,Normal_Sperm,train,218,187,150.99408003401527
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (149)_2.jpg,Normal_Sperm,train,226,161,127.3956283552282
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (149)_7.jpg,Normal_Sperm,train,226,161,122.42402755638615
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (149)_8.jpg,Normal_Sperm,train,226,161,155.7373348723868
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (15)_11.jpg,Normal_Sperm,train,161,183,216.56461776917942
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (151)_7.jpg,Normal_Sperm,train,160,181,104.93931860036832
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (151)_9.jpg,Normal_Sperm,train,160,181,172.0078614180479
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (154)_11.jpg,Normal_Sperm,train,170,157,204.4513300861746
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (154)_9.jpg,Normal_Sperm,train,170,157,172.6487073810416
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (155)_11.jpg,Normal_Sperm,train,173,153,191.65458964574913
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (155)_2.jpg,Normal_Sperm,train,173,153,118.87601848703515
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (156)_10.jpg,Normal_Sperm,train,171,150,86.15734892787525
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (156)_11.jpg,Normal_Sperm,train,171,150,214.40667966211825
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (158)_12.jpg,Normal_Sperm,train,159,159,96.51280935616998
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (159)_10.jpg,Normal_Sperm,train,166,163,97.22318722743735
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (164)_9.jpg,Normal_Sperm,train,150,166,169.5276439089692
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (165)_3.jpg,Normal_Sperm,train,155,161,95.09233954451346
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (167)_3.jpg,Normal_Sperm,train,155,165,101.46860866731835
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (167)_7.jpg,Normal_Sperm,train,155,165,105.9030303030303
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (168)_10.jpg,Normal_Sperm,train,154,159,95.90877780500422
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (168)_7.jpg,Normal_Sperm,train,154,159,100.6061967382722
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (169)_2.jpg,Normal_Sperm,train,160,167,109.79484780439122
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (169)_8.jpg,Normal_Sperm,train,160,167,161.4740643712575
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (17)_8.jpg,Normal_Sperm,train,188,151,159.0086656333662
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (172)_4.jpg,Normal_Sperm,train,151,166,99.165336844065
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (172)_7.jpg,Normal_Sperm,train,151,166,112.0714114737094
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (175)_12.jpg,Normal_Sperm,train,162,156,81.59457106679329
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (176)_2.jpg,Normal_Sperm,train,154,164,123.62088216661387
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (176)_9.jpg,Normal_Sperm,train,154,164,168.74411360996726
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (179)_2.jpg,Normal_Sperm,train,153,167,121.28648585182576
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (18)_10.jpg,Normal_Sperm,train,165,156,104.03566433566434
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (181)_12.jpg,Normal_Sperm,train,172,154,100.0815086076714
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (183)_8.jpg,Normal_Sperm,train,148,168,157.13819176319177
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (184)_10.jpg,Normal_Sperm,train,163,152,80.17928640619955
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (185)_11.jpg,Normal_Sperm,train,154,165,209.16392496392496
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (185)_3.jpg,Normal_Sperm,train,154,165,88.25009838646203
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (186)_11.jpg,Normal_Sperm,train,148,172,194.9057458621412
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (187)_1.jpg,Normal_Sperm,train,165,146,106.22616576726166
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (187)_3.jpg,Normal_Sperm,train,165,146,106.22616576726166
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (188)_1.jpg,Normal_Sperm,train,149,169,95.01215201937968
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (188)_3.jpg,Normal_Sperm,train,149,169,95.01215201937968
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (19)_7.jpg,Normal_Sperm,train,171,183,106.23856240479766
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (191)_11.jpg,Normal_Sperm,train,172,166,190.6158237601569
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (192)_12.jpg,Normal_Sperm,train,154,170,100.8502419149478
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (192)_9.jpg,Normal_Sperm,train,154,170,174.23223834988542
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (193)_9.jpg,Normal_Sperm,train,180,158,159.5540201593999
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (194)_11.jpg,Normal_Sperm,train,158,165,222.31829689298044
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (194)_8.jpg,Normal_Sperm,train,158,165,164.6393044367728
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (194)_9.jpg,Normal_Sperm,train,158,165,162.23801304181052
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (196)_12.jpg,Normal_Sperm,train,171,160,84.03176169590644
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (198)_8.jpg,Normal_Sperm,train,155,173,160.51819255391882
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (2)_9.jpg,Normal_Sperm,train,155,170,175.03034788108792
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (20)_4.jpg,Normal_Sperm,train,197,200,105.09478849407783
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (200)_3.jpg,Normal_Sperm,train,170,171,102.05974085540649
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (201)_1.jpg,Normal_Sperm,train,154,178,109.47781993287612
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (201)_4.jpg,Normal_Sperm,train,154,178,102.48241645994455
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (202)_1.jpg,Normal_Sperm,train,168,149,100.39587994034302
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (202)_12.jpg,Normal_Sperm,train,168,149,100.39587994034302
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (202)_4.jpg,Normal_Sperm,train,168,149,86.99175721742836
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (209)_3.jpg,Normal_Sperm,train,175,161,96.62674948240165
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (21)_1.jpg,Normal_Sperm,train,162,155,84.31429709279172
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (210)_3.jpg,Normal_Sperm,train,167,151,101.95750221411481
O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (211)_11.jpg,Normal_Sperm,train,151,167,198.55204822143793
